N(MN0:GM),N(MN0:VTH),N(MN0:CGD),N(MN0:CGS),N(MN0:GDS),I(VD),VG
7.19581784e-10,6.86365764e-01,-2.45536793e-16,-4.16689167e-16,4.09077816e-12,-2.78294040e-11,2.08000000e-01
7.38836451e-10,6.86365764e-01,-2.45659207e-16,-4.16857714e-16,4.20028287e-12,-2.85585708e-11,2.09000000e-01
7.58605450e-10,6.86365764e-01,-2.45782141e-16,-4.17025303e-16,4.31271441e-12,-2.93072483e-11,2.10000000e-01
7.78902485e-10,6.86365764e-01,-2.45905597e-16,-4.17191938e-16,4.42815082e-12,-3.00759577e-11,2.11000000e-01
7.99741624e-10,6.86365764e-01,-2.46029578e-16,-4.17357625e-16,4.54667223e-12,-3.08652339e-11,2.12000000e-01
8.21137307e-10,6.86365764e-01,-2.46154087e-16,-4.17522368e-16,4.66836090e-12,-3.16756264e-11,2.13000000e-01
8.43104358e-10,6.86365764e-01,-2.46279126e-16,-4.17686172e-16,4.79330125e-12,-3.25076990e-11,2.14000000e-01
8.65657992e-10,6.86365764e-01,-2.46404698e-16,-4.17849041e-16,4.92157997e-12,-3.33620306e-11,2.15000000e-01
8.88813832e-10,6.86365764e-01,-2.46530806e-16,-4.18010981e-16,5.05328605e-12,-3.42392157e-11,2.16000000e-01
9.12587911e-10,6.86365764e-01,-2.46657453e-16,-4.18171996e-16,5.18851082e-12,-3.51398643e-11,2.17000000e-01
9.36996689e-10,6.86365764e-01,-2.46784641e-16,-4.18332090e-16,5.32734806e-12,-3.60646030e-11,2.18000000e-01
9.62057064e-10,6.86365764e-01,-2.46912373e-16,-4.18491270e-16,5.46989404e-12,-3.70140749e-11,2.19000000e-01
9.87786377e-10,6.86365764e-01,-2.47040653e-16,-4.18649539e-16,5.61624756e-12,-3.79889401e-11,2.20000000e-01
1.01420243e-09,6.86365764e-01,-2.47169482e-16,-4.18806901e-16,5.76651006e-12,-3.89898765e-11,2.21000000e-01
1.04132351e-09,6.86365764e-01,-2.47298863e-16,-4.18963363e-16,5.92078569e-12,-4.00175799e-11,2.22000000e-01
1.06916837e-09,6.86365764e-01,-2.47428800e-16,-4.19118928e-16,6.07918132e-12,-4.10727648e-11,2.23000000e-01
1.09775626e-09,6.86365764e-01,-2.47559296e-16,-4.19273602e-16,6.24180670e-12,-4.21561643e-11,2.24000000e-01
1.12710695e-09,6.86365764e-01,-2.47690352e-16,-4.19427388e-16,6.40877446e-12,-4.32685315e-11,2.25000000e-01
1.15724073e-09,6.86365764e-01,-2.47821973e-16,-4.19580292e-16,6.58020023e-12,-4.44106392e-11,2.26000000e-01
1.18817843e-09,6.86365764e-01,-2.47954160e-16,-4.19732318e-16,6.75620270e-12,-4.55832809e-11,2.27000000e-01
1.21994143e-09,6.86365764e-01,-2.48086917e-16,-4.19883471e-16,6.93690372e-12,-4.67872711e-11,2.28000000e-01
1.25255167e-09,6.86365764e-01,-2.48220247e-16,-4.20033756e-16,7.12242835e-12,-4.80234461e-11,2.29000000e-01
1.28603168e-09,6.86365764e-01,-2.48354153e-16,-4.20183177e-16,7.31290498e-12,-4.92926643e-11,2.30000000e-01
1.32040458e-09,6.86365764e-01,-2.48488637e-16,-4.20331739e-16,7.50846541e-12,-5.05958071e-11,2.31000000e-01
1.35569409e-09,6.86365764e-01,-2.48623702e-16,-4.20479446e-16,7.70924490e-12,-5.19337790e-11,2.32000000e-01
1.39192459e-09,6.86365764e-01,-2.48759352e-16,-4.20626304e-16,7.91538232e-12,-5.33075088e-11,2.33000000e-01
1.42912106e-09,6.86365764e-01,-2.48895590e-16,-4.20772317e-16,8.12702021e-12,-5.47179501e-11,2.34000000e-01
1.46730919e-09,6.86365764e-01,-2.49032418e-16,-4.20917489e-16,8.34430489e-12,-5.61660815e-11,2.35000000e-01
1.50651530e-09,6.86365764e-01,-2.49169839e-16,-4.21061825e-16,8.56738654e-12,-5.76529077e-11,2.36000000e-01
1.54676645e-09,6.86365764e-01,-2.49307857e-16,-4.21205329e-16,8.79641934e-12,-5.91794604e-11,2.37000000e-01
1.58809038e-09,6.86365764e-01,-2.49446474e-16,-4.21348007e-16,9.03156152e-12,-6.07467982e-11,2.38000000e-01
1.63051558e-09,6.86365764e-01,-2.49585694e-16,-4.21489863e-16,9.27297553e-12,-6.23560081e-11,2.39000000e-01
1.67407130e-09,6.86365764e-01,-2.49725519e-16,-4.21630901e-16,9.52082808e-12,-6.40082061e-11,2.40000000e-01
1.71878753e-09,6.86365764e-01,-2.49865953e-16,-4.21771125e-16,9.77529033e-12,-6.57045375e-11,2.41000000e-01
1.76469508e-09,6.86365764e-01,-2.50006998e-16,-4.21910542e-16,1.00365379e-11,-6.74461782e-11,2.42000000e-01
1.81182558e-09,6.86365764e-01,-2.50148659e-16,-4.22049154e-16,1.03047512e-11,-6.92343352e-11,2.43000000e-01
1.86021146e-09,6.86365764e-01,-2.50290937e-16,-4.22186966e-16,1.05801152e-11,-7.10702477e-11,2.44000000e-01
1.90988604e-09,6.86365764e-01,-2.50433836e-16,-4.22323983e-16,1.08628199e-11,-7.29551876e-11,2.45000000e-01
1.96088349e-09,6.86365764e-01,-2.50577359e-16,-4.22460210e-16,1.11530604e-11,-7.48904607e-11,2.46000000e-01
2.01323891e-09,6.86365764e-01,-2.50721510e-16,-4.22595650e-16,1.14510367e-11,-7.68774072e-11,2.47000000e-01
2.06698831e-09,6.86365764e-01,-2.50866291e-16,-4.22730309e-16,1.17569542e-11,-7.89174030e-11,2.48000000e-01
2.12216864e-09,6.86365764e-01,-2.51011705e-16,-4.22864190e-16,1.20710239e-11,-8.10118606e-11,2.49000000e-01
2.17881783e-09,6.86365764e-01,-2.51157757e-16,-4.22997298e-16,1.23934622e-11,-8.31622298e-11,2.50000000e-01
2.23697483e-09,6.86365764e-01,-2.51304448e-16,-4.23129638e-16,1.27244911e-11,-8.53699988e-11,2.51000000e-01
2.29667958e-09,6.86365764e-01,-2.51451782e-16,-4.23261214e-16,1.30643387e-11,-8.76366953e-11,2.52000000e-01
2.35797309e-09,6.86365764e-01,-2.51599763e-16,-4.23392030e-16,1.34132390e-11,-8.99638874e-11,2.53000000e-01
2.42089746e-09,6.86365764e-01,-2.51748393e-16,-4.23522090e-16,1.37714321e-11,-9.23531849e-11,2.54000000e-01
2.48549588e-09,6.86365764e-01,-2.51897676e-16,-4.23651400e-16,1.41391647e-11,-9.48062402e-11,2.55000000e-01
2.55181269e-09,6.86365764e-01,-2.52047615e-16,-4.23779963e-16,1.45166897e-11,-9.73247494e-11,2.56000000e-01
2.61989337e-09,6.86365764e-01,-2.52198213e-16,-4.23907783e-16,1.49042668e-11,-9.99104534e-11,2.57000000e-01
2.68978463e-09,6.86365764e-01,-2.52349474e-16,-4.24034865e-16,1.53021625e-11,-1.02565139e-10,2.58000000e-01
2.76153439e-09,6.86365764e-01,-2.52501401e-16,-4.24161214e-16,1.57106504e-11,-1.05290642e-10,2.59000000e-01
2.83519184e-09,6.86365764e-01,-2.52653997e-16,-4.24286832e-16,1.61300113e-11,-1.08088844e-10,2.60000000e-01
2.91080743e-09,6.86365764e-01,-2.52807265e-16,-4.24411726e-16,1.65605332e-11,-1.10961678e-10,2.61000000e-01
2.98843297e-09,6.86365764e-01,-2.52961209e-16,-4.24535898e-16,1.70025121e-11,-1.13911129e-10,2.62000000e-01
3.06812163e-09,6.86365764e-01,-2.53115832e-16,-4.24659353e-16,1.74562513e-11,-1.16939232e-10,2.63000000e-01
3.14992796e-09,6.86365764e-01,-2.53271138e-16,-4.24782096e-16,1.79220625e-11,-1.20048078e-10,2.64000000e-01
3.23390793e-09,6.86365764e-01,-2.53427129e-16,-4.24904130e-16,1.84002652e-11,-1.23239812e-10,2.65000000e-01
3.32011902e-09,6.86365764e-01,-2.53583809e-16,-4.25025459e-16,1.88911877e-11,-1.26516637e-10,2.66000000e-01
3.40862017e-09,6.86365764e-01,-2.53741182e-16,-4.25146089e-16,1.93951667e-11,-1.29880813e-10,2.67000000e-01
3.49947190e-09,6.86365764e-01,-2.53899251e-16,-4.25266022e-16,1.99125477e-11,-1.33334661e-10,2.68000000e-01
3.59273630e-09,6.86365764e-01,-2.54058019e-16,-4.25385263e-16,2.04436856e-11,-1.36880561e-10,2.69000000e-01
3.68847709e-09,6.86365764e-01,-2.54217490e-16,-4.25503817e-16,2.09889442e-11,-1.40520958e-10,2.70000000e-01
3.78675966e-09,6.86365764e-01,-2.54377666e-16,-4.25621686e-16,2.15486972e-11,-1.44258362e-10,2.71000000e-01
3.88765111e-09,6.86365764e-01,-2.54538553e-16,-4.25738876e-16,2.21233278e-11,-1.48095347e-10,2.72000000e-01
3.99122030e-09,6.86365764e-01,-2.54700152e-16,-4.25855390e-16,2.27132297e-11,-1.52034557e-10,2.73000000e-01
4.09753788e-09,6.86365764e-01,-2.54862467e-16,-4.25971232e-16,2.33188064e-11,-1.56078704e-10,2.74000000e-01
4.20667638e-09,6.86365764e-01,-2.55025503e-16,-4.26086407e-16,2.39404725e-11,-1.60230572e-10,2.75000000e-01
4.31871019e-09,6.86365764e-01,-2.55189262e-16,-4.26200917e-16,2.45786530e-11,-1.64493021e-10,2.76000000e-01
4.43371565e-09,6.86365764e-01,-2.55353747e-16,-4.26314768e-16,2.52337845e-11,-1.68868983e-10,2.77000000e-01
4.55177113e-09,6.86365764e-01,-2.55518963e-16,-4.26427964e-16,2.59063146e-11,-1.73361469e-10,2.78000000e-01
4.67295700e-09,6.86365764e-01,-2.55684912e-16,-4.26540507e-16,2.65967030e-11,-1.77973568e-10,2.79000000e-01
4.79735576e-09,6.86365764e-01,-2.55851599e-16,-4.26652402e-16,2.73054212e-11,-1.82708453e-10,2.80000000e-01
4.92505205e-09,6.86365764e-01,-2.56019026e-16,-4.26763653e-16,2.80329531e-11,-1.87569379e-10,2.81000000e-01
5.05613273e-09,6.86365764e-01,-2.56187198e-16,-4.26874264e-16,2.87797955e-11,-1.92559685e-10,2.82000000e-01
5.19068691e-09,6.86365764e-01,-2.56356117e-16,-4.26984239e-16,2.95464578e-11,-1.97682801e-10,2.83000000e-01
5.32880604e-09,6.86365764e-01,-2.56525788e-16,-4.27093581e-16,3.03334630e-11,-2.02942247e-10,2.84000000e-01
5.47058394e-09,6.86365764e-01,-2.56696213e-16,-4.27202294e-16,3.11413478e-11,-2.08341633e-10,2.85000000e-01
5.61611688e-09,6.86365764e-01,-2.56867397e-16,-4.27310382e-16,3.19706627e-11,-2.13884666e-10,2.86000000e-01
5.76550365e-09,6.86365764e-01,-2.57039343e-16,-4.27417850e-16,3.28219729e-11,-2.19575150e-10,2.87000000e-01
5.91884559e-09,6.86365764e-01,-2.57212055e-16,-4.27524700e-16,3.36958580e-11,-2.25416991e-10,2.88000000e-01
6.07624670e-09,6.86365764e-01,-2.57385535e-16,-4.27630936e-16,3.45929131e-11,-2.31414194e-10,2.89000000e-01
6.23781366e-09,6.86365764e-01,-2.57559788e-16,-4.27736562e-16,3.55137486e-11,-2.37570872e-10,2.90000000e-01
6.40365594e-09,6.86365764e-01,-2.57734818e-16,-4.27841583e-16,3.64589910e-11,-2.43891246e-10,2.91000000e-01
6.57388587e-09,6.86365764e-01,-2.57910627e-16,-4.27946000e-16,3.74292829e-11,-2.50379646e-10,2.92000000e-01
6.74861866e-09,6.86365764e-01,-2.58087220e-16,-4.28049819e-16,3.84252839e-11,-2.57040518e-10,2.93000000e-01
6.92797256e-09,6.86365764e-01,-2.58264600e-16,-4.28153043e-16,3.94476707e-11,-2.63878423e-10,2.94000000e-01
7.11206884e-09,6.86365764e-01,-2.58442770e-16,-4.28255675e-16,4.04971376e-11,-2.70898043e-10,2.95000000e-01
7.30103197e-09,6.86365764e-01,-2.58621735e-16,-4.28357720e-16,4.15743970e-11,-2.78104182e-10,2.96000000e-01
7.49498960e-09,6.86365764e-01,-2.58801498e-16,-4.28459180e-16,4.26801801e-11,-2.85501771e-10,2.97000000e-01
7.69407272e-09,6.86365764e-01,-2.58982063e-16,-4.28560059e-16,4.38152367e-11,-2.93095869e-10,2.98000000e-01
7.89841570e-09,6.86365764e-01,-2.59163432e-16,-4.28660361e-16,4.49803363e-11,-3.00891669e-10,2.99000000e-01
8.10815641e-09,6.86365764e-01,-2.59345611e-16,-4.28760089e-16,4.61762686e-11,-3.08894499e-10,3.00000000e-01
8.32343627e-09,6.86365764e-01,-2.59528601e-16,-4.28859248e-16,4.74038436e-11,-3.17109827e-10,3.01000000e-01
8.54440036e-09,6.86365764e-01,-2.59712408e-16,-4.28957839e-16,4.86638924e-11,-3.25543265e-10,3.02000000e-01
8.77119753e-09,6.86365764e-01,-2.59897035e-16,-4.29055868e-16,4.99572678e-11,-3.34200571e-10,3.03000000e-01
9.00398048e-09,6.86365764e-01,-2.60082485e-16,-4.29153337e-16,5.12848445e-11,-3.43087655e-10,3.04000000e-01
9.24290583e-09,6.86365764e-01,-2.60268763e-16,-4.29250249e-16,5.26475201e-11,-3.52210579e-10,3.05000000e-01
9.48813426e-09,6.86365764e-01,-2.60455871e-16,-4.29346609e-16,5.40462156e-11,-3.61575566e-10,3.06000000e-01
9.73983062e-09,6.86365764e-01,-2.60643814e-16,-4.29442420e-16,5.54818756e-11,-3.71189002e-10,3.07000000e-01
9.99816398e-09,6.86365764e-01,-2.60832594e-16,-4.29537684e-16,5.69554694e-11,-3.81057439e-10,3.08000000e-01
1.02633078e-08,6.86365764e-01,-2.61022217e-16,-4.29632406e-16,5.84679912e-11,-3.91187599e-10,3.09000000e-01
1.05354400e-08,6.86365764e-01,-2.61212685e-16,-4.29726588e-16,6.00204612e-11,-4.01586382e-10,3.10000000e-01
1.08147430e-08,6.86365764e-01,-2.61404002e-16,-4.29820235e-16,6.16139258e-11,-4.12260868e-10,3.11000000e-01
1.11014042e-08,6.86365764e-01,-2.61596171e-16,-4.29913349e-16,6.32494587e-11,-4.23218320e-10,3.12000000e-01
1.13956154e-08,6.86365764e-01,-2.61789198e-16,-4.30005933e-16,6.49281611e-11,-4.34466191e-10,3.13000000e-01
1.16975737e-08,6.86365764e-01,-2.61983084e-16,-4.30097992e-16,6.66511629e-11,-4.46012131e-10,3.14000000e-01
1.20074811e-08,6.86365764e-01,-2.62177835e-16,-4.30189528e-16,6.84196231e-11,-4.57863987e-10,3.15000000e-01
1.23255449e-08,6.86365764e-01,-2.62373453e-16,-4.30280544e-16,7.02347305e-11,-4.70029811e-10,3.16000000e-01
1.26519774e-08,6.86365764e-01,-2.62569942e-16,-4.30371044e-16,7.20977049e-11,-4.82517864e-10,3.17000000e-01
1.29869969e-08,6.86365764e-01,-2.62767306e-16,-4.30461031e-16,7.40097972e-11,-4.95336626e-10,3.18000000e-01
1.33308268e-08,6.86365764e-01,-2.62965549e-16,-4.30550508e-16,7.59722909e-11,-5.08494793e-10,3.19000000e-01
1.36836964e-08,6.86365764e-01,-2.63164673e-16,-4.30639478e-16,7.79865023e-11,-5.22001291e-10,3.20000000e-01
1.40458410e-08,6.86365764e-01,-2.63364684e-16,-4.30727945e-16,8.00537818e-11,-5.35865275e-10,3.21000000e-01
1.44175019e-08,6.86365764e-01,-2.63565585e-16,-4.30815911e-16,8.21755144e-11,-5.50096143e-10,3.22000000e-01
1.47989263e-08,6.86365764e-01,-2.63767378e-16,-4.30903379e-16,8.43531210e-11,-5.64703531e-10,3.23000000e-01
1.51903681e-08,6.86365764e-01,-2.63970069e-16,-4.30990354e-16,8.65880588e-11,-5.79697332e-10,3.24000000e-01
1.55920875e-08,6.86365764e-01,-2.64173660e-16,-4.31076837e-16,8.88818224e-11,-5.95087691e-10,3.25000000e-01
1.60043512e-08,6.86365764e-01,-2.64378156e-16,-4.31162832e-16,9.12359452e-11,-6.10885019e-10,3.26000000e-01
1.64274331e-08,6.86365764e-01,-2.64583559e-16,-4.31248343e-16,9.36519995e-11,-6.27099997e-10,3.27000000e-01
1.68616137e-08,6.86365764e-01,-2.64789874e-16,-4.31333371e-16,9.61315983e-11,-6.43743582e-10,3.28000000e-01
1.73071809e-08,6.86365764e-01,-2.64997104e-16,-4.31417920e-16,9.86763957e-11,-6.60827017e-10,3.29000000e-01
1.77644299e-08,6.86365764e-01,-2.65205253e-16,-4.31501993e-16,1.01288088e-10,-6.78361835e-10,3.30000000e-01
1.82336633e-08,6.86365764e-01,-2.65414325e-16,-4.31585593e-16,1.03968416e-10,-6.96359868e-10,3.31000000e-01
1.87151915e-08,6.86365764e-01,-2.65624322e-16,-4.31668722e-16,1.06719165e-10,-7.14833256e-10,3.32000000e-01
1.92093328e-08,6.86365764e-01,-2.65835250e-16,-4.31751385e-16,1.09542163e-10,-7.33794452e-10,3.33000000e-01
1.97164136e-08,6.86365764e-01,-2.66047110e-16,-4.31833583e-16,1.12439289e-10,-7.53256231e-10,3.34000000e-01
2.02367684e-08,6.86365764e-01,-2.66259908e-16,-4.31915320e-16,1.15412467e-10,-7.73231700e-10,3.35000000e-01
2.07707405e-08,6.86365764e-01,-2.66473646e-16,-4.31996599e-16,1.18463672e-10,-7.93734303e-10,3.36000000e-01
2.13186817e-08,6.86365764e-01,-2.66688329e-16,-4.32077422e-16,1.21594929e-10,-8.14777833e-10,3.37000000e-01
2.18809527e-08,6.86365764e-01,-2.66903959e-16,-4.32157792e-16,1.24808313e-10,-8.36376439e-10,3.38000000e-01
2.24579236e-08,6.86365764e-01,-2.67120540e-16,-4.32237712e-16,1.28105954e-10,-8.58544634e-10,3.39000000e-01
2.30499735e-08,6.86365764e-01,-2.67338077e-16,-4.32317185e-16,1.31490035e-10,-8.81297308e-10,3.40000000e-01
2.36574914e-08,6.86365764e-01,-2.67556571e-16,-4.32396214e-16,1.34962796e-10,-9.04649732e-10,3.41000000e-01
2.42808758e-08,6.86365764e-01,-2.67776028e-16,-4.32474801e-16,1.38526532e-10,-9.28617574e-10,3.42000000e-01
2.49205357e-08,6.86365764e-01,-2.67996450e-16,-4.32552949e-16,1.42183598e-10,-9.53216904e-10,3.43000000e-01
2.55768900e-08,6.86365764e-01,-2.68217840e-16,-4.32630662e-16,1.45936408e-10,-9.78464205e-10,3.44000000e-01
2.62503685e-08,6.86365764e-01,-2.68440204e-16,-4.32707941e-16,1.49787438e-10,-1.00437639e-09,3.45000000e-01
2.69414116e-08,6.86365764e-01,-2.68663543e-16,-4.32784789e-16,1.53739225e-10,-1.03097079e-09,3.46000000e-01
2.76504708e-08,6.86365764e-01,-2.68887862e-16,-4.32861210e-16,1.57794372e-10,-1.05826521e-09,3.47000000e-01
2.83780091e-08,6.86365764e-01,-2.69113163e-16,-4.32937205e-16,1.61955549e-10,-1.08627789e-09,3.48000000e-01
2.91245011e-08,6.86365764e-01,-2.69339451e-16,-4.33012778e-16,1.66225491e-10,-1.11502754e-09,3.49000000e-01
2.98904332e-08,6.86365764e-01,-2.69566728e-16,-4.33087931e-16,1.70607003e-10,-1.14453336e-09,3.50000000e-01
3.06763041e-08,6.86365764e-01,-2.69794999e-16,-4.33162667e-16,1.75102962e-10,-1.17481504e-09,3.51000000e-01
3.14826251e-08,6.86365764e-01,-2.70024266e-16,-4.33236988e-16,1.79716317e-10,-1.20589278e-09,3.52000000e-01
3.23099201e-08,6.86365764e-01,-2.70254532e-16,-4.33310898e-16,1.84450091e-10,-1.23778728e-09,3.53000000e-01
3.31587262e-08,6.86365764e-01,-2.70485802e-16,-4.33384397e-16,1.89307384e-10,-1.27051978e-09,3.54000000e-01
3.40295941e-08,6.86365764e-01,-2.70718079e-16,-4.33457490e-16,1.94291374e-10,-1.30411207e-09,3.55000000e-01
3.49230880e-08,6.86365764e-01,-2.70951365e-16,-4.33530178e-16,1.99405318e-10,-1.33858650e-09,3.56000000e-01
3.58397863e-08,6.86365764e-01,-2.71185664e-16,-4.33602465e-16,2.04652556e-10,-1.37396598e-09,3.57000000e-01
3.67802819e-08,6.86365764e-01,-2.71420980e-16,-4.33674352e-16,2.10036513e-10,-1.41027400e-09,3.58000000e-01
3.77451823e-08,6.86365764e-01,-2.71657315e-16,-4.33745843e-16,2.15560697e-10,-1.44753466e-09,3.59000000e-01
3.87351105e-08,6.86365764e-01,-2.71894673e-16,-4.33816939e-16,2.21228706e-10,-1.48577269e-09,3.60000000e-01
3.97507033e-08,6.86365764e-01,-2.72133057e-16,-4.33887644e-16,2.27044229e-10,-1.52501343e-09,3.61000000e-01
4.07926027e-08,6.86365764e-01,-2.72372470e-16,-4.33957959e-16,2.33011046e-10,-1.56528285e-09,3.62000000e-01
4.18614912e-08,6.86365764e-01,-2.72612916e-16,-4.34027887e-16,2.39133029e-10,-1.60660762e-09,3.63000000e-01
4.29580558e-08,6.86365764e-01,-2.72854396e-16,-4.34097430e-16,2.45414152e-10,-1.64901505e-09,3.64000000e-01
4.40830005e-08,6.86365764e-01,-2.73096916e-16,-4.34166592e-16,2.51858485e-10,-1.69253318e-09,3.65000000e-01
4.52370466e-08,6.86365764e-01,-2.73340476e-16,-4.34235374e-16,2.58470202e-10,-1.73719074e-09,3.66000000e-01
4.64209332e-08,6.86365764e-01,-2.73585082e-16,-4.34303778e-16,2.65253579e-10,-1.78301720e-09,3.67000000e-01
4.76354180e-08,6.86365764e-01,-2.73830735e-16,-4.34371808e-16,2.72213000e-10,-1.83004279e-09,3.68000000e-01
4.88812770e-08,6.86365764e-01,-2.74077438e-16,-4.34439465e-16,2.79352959e-10,-1.87829848e-09,3.69000000e-01
5.01593056e-08,6.86365764e-01,-2.74325195e-16,-4.34506751e-16,2.86678058e-10,-1.92781605e-09,3.70000000e-01
5.14703188e-08,6.86365764e-01,-2.74574008e-16,-4.34573670e-16,2.94193019e-10,-1.97862807e-09,3.71000000e-01
5.28151514e-08,6.86365764e-01,-2.74823881e-16,-4.34640223e-16,3.01902677e-10,-2.03076794e-09,3.72000000e-01
5.41946590e-08,6.86365764e-01,-2.75074815e-16,-4.34706413e-16,3.09811988e-10,-2.08426991e-09,3.73000000e-01
5.56097181e-08,6.86365764e-01,-2.75326815e-16,-4.34772241e-16,3.17926031e-10,-2.13916909e-09,3.74000000e-01
5.70612268e-08,6.86365764e-01,-2.75579882e-16,-4.34837711e-16,3.26250012e-10,-2.19550148e-09,3.75000000e-01
5.85501050e-08,6.86365764e-01,-2.75834019e-16,-4.34902824e-16,3.34789265e-10,-2.25330398e-09,3.76000000e-01
6.00772952e-08,6.86365764e-01,-2.76089230e-16,-4.34967583e-16,3.43549254e-10,-2.31261444e-09,3.77000000e-01
6.16437632e-08,6.86365764e-01,-2.76345516e-16,-4.35031990e-16,3.52535581e-10,-2.37347164e-09,3.78000000e-01
6.32504981e-08,6.86365764e-01,-2.76602881e-16,-4.35096046e-16,3.61753984e-10,-2.43591536e-09,3.79000000e-01
6.48985132e-08,6.86365764e-01,-2.76861326e-16,-4.35159755e-16,3.71210344e-10,-2.49998637e-09,3.80000000e-01
6.65888466e-08,6.86365764e-01,-2.77120855e-16,-4.35223119e-16,3.80910684e-10,-2.56572647e-09,3.81000000e-01
6.83225614e-08,6.86365764e-01,-2.77381470e-16,-4.35286139e-16,3.90861179e-10,-2.63317850e-09,3.82000000e-01
7.01007469e-08,6.86365764e-01,-2.77643174e-16,-4.35348817e-16,4.01068152e-10,-2.70238639e-09,3.83000000e-01
7.19245187e-08,6.86365764e-01,-2.77905968e-16,-4.35411157e-16,4.11538084e-10,-2.77339516e-09,3.84000000e-01
7.37950195e-08,6.86365764e-01,-2.78169855e-16,-4.35473160e-16,4.22277612e-10,-2.84625097e-09,3.85000000e-01
7.57134195e-08,6.86365764e-01,-2.78434838e-16,-4.35534827e-16,4.33293540e-10,-2.92100113e-09,3.86000000e-01
7.76809175e-08,6.86365764e-01,-2.78700919e-16,-4.35596162e-16,4.44592833e-10,-2.99769414e-09,3.87000000e-01
7.96987412e-08,6.86365764e-01,-2.78968100e-16,-4.35657166e-16,4.56182630e-10,-3.07637971e-09,3.88000000e-01
8.17681477e-08,6.86365764e-01,-2.79236382e-16,-4.35717841e-16,4.68070242e-10,-3.15710878e-09,3.89000000e-01
8.38904248e-08,6.86365764e-01,-2.79505769e-16,-4.35778190e-16,4.80263160e-10,-3.23993359e-09,3.90000000e-01
8.60668911e-08,6.86365764e-01,-2.79776263e-16,-4.35838214e-16,4.92769057e-10,-3.32490766e-09,3.91000000e-01
8.82988969e-08,6.86365764e-01,-2.80047865e-16,-4.35897916e-16,5.05595791e-10,-3.41208585e-09,3.92000000e-01
9.05878250e-08,6.86365764e-01,-2.80320577e-16,-4.35957297e-16,5.18751412e-10,-3.50152438e-09,3.93000000e-01
9.29350913e-08,6.86365764e-01,-2.80594402e-16,-4.36016359e-16,5.32244166e-10,-3.59328090e-09,3.94000000e-01
9.53421457e-08,6.86365764e-01,-2.80869340e-16,-4.36075105e-16,5.46082498e-10,-3.68741445e-09,3.95000000e-01
9.78104729e-08,6.86365764e-01,-2.81145395e-16,-4.36133536e-16,5.60275057e-10,-3.78398556e-09,3.96000000e-01
1.00341593e-07,6.86365764e-01,-2.81422568e-16,-4.36191655e-16,5.74830702e-10,-3.88305628e-09,3.97000000e-01
1.02937062e-07,6.86365764e-01,-2.81700859e-16,-4.36249463e-16,5.89758506e-10,-3.98469015e-09,3.98000000e-01
1.05598474e-07,6.86365764e-01,-2.81980272e-16,-4.36306962e-16,6.05067759e-10,-4.08895233e-09,3.99000000e-01
1.08327459e-07,6.86365764e-01,-2.82260808e-16,-4.36364154e-16,6.20767977e-10,-4.19590956e-09,4.00000000e-01
1.11125689e-07,6.86365764e-01,-2.82542467e-16,-4.36421041e-16,6.36868904e-10,-4.30563027e-09,4.01000000e-01
1.13994872e-07,6.86365764e-01,-2.82825252e-16,-4.36477626e-16,6.53380517e-10,-4.41818453e-09,4.02000000e-01
1.16936760e-07,6.86365764e-01,-2.83109165e-16,-4.36533909e-16,6.70313034e-10,-4.53364418e-09,4.03000000e-01
1.19953144e-07,6.86365764e-01,-2.83394205e-16,-4.36589892e-16,6.87676917e-10,-4.65208282e-09,4.04000000e-01
1.23045858e-07,6.86365764e-01,-2.83680375e-16,-4.36645579e-16,7.05482879e-10,-4.77357584e-09,4.05000000e-01
1.26216779e-07,6.86365764e-01,-2.83967676e-16,-4.36700969e-16,7.23741887e-10,-4.89820053e-09,4.06000000e-01
1.29467829e-07,6.86365764e-01,-2.84256109e-16,-4.36756066e-16,7.42465172e-10,-5.02603604e-09,4.07000000e-01
1.32800976e-07,6.86365764e-01,-2.84545674e-16,-4.36810871e-16,7.61664232e-10,-5.15716347e-09,4.08000000e-01
1.36218232e-07,6.86365764e-01,-2.84836374e-16,-4.36865386e-16,7.81350838e-10,-5.29166594e-09,4.09000000e-01
1.39721657e-07,6.86365764e-01,-2.85128208e-16,-4.36919612e-16,8.01537041e-10,-5.42962857e-09,4.10000000e-01
1.43313361e-07,6.86365764e-01,-2.85421178e-16,-4.36973552e-16,8.22235179e-10,-5.57113859e-09,4.11000000e-01
1.46995501e-07,6.86365764e-01,-2.85715285e-16,-4.37027207e-16,8.43457880e-10,-5.71628535e-09,4.12000000e-01
1.50770285e-07,6.86365764e-01,-2.86010529e-16,-4.37080579e-16,8.65218074e-10,-5.86516038e-09,4.13000000e-01
1.54639974e-07,6.86365764e-01,-2.86306910e-16,-4.37133670e-16,8.87528993e-10,-6.01785745e-09,4.14000000e-01
1.58606881e-07,6.86365764e-01,-2.86604430e-16,-4.37186481e-16,9.10404185e-10,-6.17447263e-09,4.15000000e-01
1.62673371e-07,6.86365764e-01,-2.86903089e-16,-4.37239015e-16,9.33857514e-10,-6.33510430e-09,4.16000000e-01
1.66841866e-07,6.86365764e-01,-2.87202887e-16,-4.37291272e-16,9.57903173e-10,-6.49985326e-09,4.17000000e-01
1.71114843e-07,6.86365764e-01,-2.87503824e-16,-4.37343255e-16,9.82555685e-10,-6.66882274e-09,4.18000000e-01
