N(MN0:GM),N(MN0:VTH),N(MN0:CGD),N(MN0:CGS),N(MN0:GDS),I(VD),VG
1.28639643e-05,6.85199887e-01,-3.53588637e-16,-4.43392719e-16,1.02588024e-07,-5.75030034e-07,5.93000000e-01
1.31406022e-05,6.85199887e-01,-3.53993156e-16,-4.43414933e-16,1.04781770e-07,-5.88031787e-07,5.94000000e-01
1.34228156e-05,6.85199887e-01,-3.54397197e-16,-4.43437050e-16,1.07018890e-07,-6.01312955e-07,5.95000000e-01
1.37107057e-05,6.85199887e-01,-3.54800744e-16,-4.43459069e-16,1.09300139e-07,-6.14879164e-07,5.96000000e-01
1.40043747e-05,6.85199887e-01,-3.55203784e-16,-4.43480991e-16,1.11626280e-07,-6.28736140e-07,5.97000000e-01
1.43039265e-05,6.85199887e-01,-3.55606302e-16,-4.43502818e-16,1.13998090e-07,-6.42889715e-07,5.98000000e-01
1.46094659e-05,6.85199887e-01,-3.56008285e-16,-4.43524548e-16,1.16416350e-07,-6.57345823e-07,5.99000000e-01
1.49210996e-05,6.85199887e-01,-3.56409720e-16,-4.43546184e-16,1.18881856e-07,-6.72110505e-07,6.00000000e-01
1.52389352e-05,6.85199887e-01,-3.56810591e-16,-4.43567725e-16,1.21395409e-07,-6.87189909e-07,6.01000000e-01
1.55630818e-05,6.85199887e-01,-3.57210886e-16,-4.43589172e-16,1.23957822e-07,-7.02590292e-07,6.02000000e-01
1.58936498e-05,6.85199887e-01,-3.57610590e-16,-4.43610525e-16,1.26569916e-07,-7.18318019e-07,6.03000000e-01
1.62307508e-05,6.85199887e-01,-3.58009692e-16,-4.43631785e-16,1.29232522e-07,-7.34379567e-07,6.04000000e-01
1.65744979e-05,6.85199887e-01,-3.58408176e-16,-4.43652952e-16,1.31946479e-07,-7.50781525e-07,6.05000000e-01
1.69250053e-05,6.85199887e-01,-3.58806030e-16,-4.43674028e-16,1.34712636e-07,-7.67530596e-07,6.06000000e-01
1.72823885e-05,6.85199887e-01,-3.59203240e-16,-4.43695012e-16,1.37531851e-07,-7.84633599e-07,6.07000000e-01
1.76467642e-05,6.85199887e-01,-3.59599794e-16,-4.43715904e-16,1.40404991e-07,-8.02097467e-07,6.08000000e-01
1.80182503e-05,6.85199887e-01,-3.59995678e-16,-4.43736707e-16,1.43332930e-07,-8.19929250e-07,6.09000000e-01
1.83969661e-05,6.85199887e-01,-3.60390879e-16,-4.43757419e-16,1.46316553e-07,-8.38136120e-07,6.10000000e-01
1.87830317e-05,6.85199887e-01,-3.60785386e-16,-4.43778041e-16,1.49356750e-07,-8.56725365e-07,6.11000000e-01
1.91765686e-05,6.85199887e-01,-3.61179183e-16,-4.43798574e-16,1.52454424e-07,-8.75704396e-07,6.12000000e-01
1.95776995e-05,6.85199887e-01,-3.61572261e-16,-4.43819018e-16,1.55610482e-07,-8.95080744e-07,6.13000000e-01
1.99865478e-05,6.85199887e-01,-3.61964604e-16,-4.43839375e-16,1.58825840e-07,-9.14862066e-07,6.14000000e-01
2.04032383e-05,6.85199887e-01,-3.62356203e-16,-4.43859643e-16,1.62101423e-07,-9.35056141e-07,6.15000000e-01
2.08278967e-05,6.85199887e-01,-3.62747043e-16,-4.43879824e-16,1.65438161e-07,-9.55670873e-07,6.16000000e-01
2.12606497e-05,6.85199887e-01,-3.63137113e-16,-4.43899919e-16,1.68836993e-07,-9.76714294e-07,6.17000000e-01
2.17016248e-05,6.85199887e-01,-3.63526401e-16,-4.43919926e-16,1.72298866e-07,-9.98194561e-07,6.18000000e-01
2.21509507e-05,6.85199887e-01,-3.63914894e-16,-4.43939848e-16,1.75824732e-07,-1.02011996e-06,6.19000000e-01
2.26087567e-05,6.85199887e-01,-3.64302582e-16,-4.43959685e-16,1.79415549e-07,-1.04249891e-06,6.20000000e-01
2.30751731e-05,6.85199887e-01,-3.64689452e-16,-4.43979437e-16,1.83072284e-07,-1.06533995e-06,6.21000000e-01
2.35503307e-05,6.85199887e-01,-3.65075492e-16,-4.43999104e-16,1.86795907e-07,-1.08865176e-06,6.22000000e-01
2.40343614e-05,6.85199887e-01,-3.65460692e-16,-4.44018686e-16,1.90587395e-07,-1.11244314e-06,6.23000000e-01
2.45273975e-05,6.85199887e-01,-3.65845040e-16,-4.44038186e-16,1.94447732e-07,-1.13672304e-06,6.24000000e-01
2.50295720e-05,6.85199887e-01,-3.66228525e-16,-4.44057602e-16,1.98377904e-07,-1.16150052e-06,6.25000000e-01
2.55410185e-05,6.85199887e-01,-3.66611135e-16,-4.44076935e-16,2.02378903e-07,-1.18678479e-06,6.26000000e-01
2.60618712e-05,6.85199887e-01,-3.66992860e-16,-4.44096186e-16,2.06451728e-07,-1.21258519e-06,6.27000000e-01
2.65922645e-05,6.85199887e-01,-3.67373688e-16,-4.44115355e-16,2.10597377e-07,-1.23891120e-06,6.28000000e-01
2.71323333e-05,6.85199887e-01,-3.67753610e-16,-4.44134442e-16,2.14816856e-07,-1.26577241e-06,6.29000000e-01
2.76822131e-05,6.85199887e-01,-3.68132614e-16,-4.44153449e-16,2.19111173e-07,-1.29317858e-06,6.30000000e-01
2.82420393e-05,6.85199887e-01,-3.68510691e-16,-4.44172374e-16,2.23481338e-07,-1.32113957e-06,6.31000000e-01
2.88119476e-05,6.85199887e-01,-3.68887829e-16,-4.44191220e-16,2.27928365e-07,-1.34966541e-06,6.32000000e-01
2.93920740e-05,6.85199887e-01,-3.69264019e-16,-4.44209986e-16,2.32453268e-07,-1.37876625e-06,6.33000000e-01
2.99825544e-05,6.85199887e-01,-3.69639251e-16,-4.44228672e-16,2.37057066e-07,-1.40845236e-06,6.34000000e-01
3.05835247e-05,6.85199887e-01,-3.70013514e-16,-4.44247280e-16,2.41740776e-07,-1.43873418e-06,6.35000000e-01
3.11951209e-05,6.85199887e-01,-3.70386800e-16,-4.44265808e-16,2.46505417e-07,-1.46962225e-06,6.36000000e-01
3.18174784e-05,6.85199887e-01,-3.70759098e-16,-4.44284259e-16,2.51352009e-07,-1.50112728e-06,6.37000000e-01
3.24507329e-05,6.85199887e-01,-3.71130399e-16,-4.44302632e-16,2.56281571e-07,-1.53326009e-06,6.38000000e-01
3.30950195e-05,6.85199887e-01,-3.71500693e-16,-4.44320928e-16,2.61295122e-07,-1.56603164e-06,6.39000000e-01
3.37504728e-05,6.85199887e-01,-3.71869973e-16,-4.44339147e-16,2.66393679e-07,-1.59945304e-06,6.40000000e-01
3.44172271e-05,6.85199887e-01,-3.72238227e-16,-4.44357289e-16,2.71578259e-07,-1.63353552e-06,6.41000000e-01
3.50954161e-05,6.85199887e-01,-3.72605448e-16,-4.44375355e-16,2.76849874e-07,-1.66829044e-06,6.42000000e-01
3.57851729e-05,6.85199887e-01,-3.72971627e-16,-4.44393346e-16,2.82209536e-07,-1.70372930e-06,6.43000000e-01
3.64866295e-05,6.85199887e-01,-3.73336756e-16,-4.44411261e-16,2.87658253e-07,-1.73986374e-06,6.44000000e-01
3.71999176e-05,6.85199887e-01,-3.73700825e-16,-4.44429101e-16,2.93197029e-07,-1.77670553e-06,6.45000000e-01
3.79251676e-05,6.85199887e-01,-3.74063826e-16,-4.44446866e-16,2.98826863e-07,-1.81426656e-06,6.46000000e-01
3.86625089e-05,6.85199887e-01,-3.74425752e-16,-4.44464558e-16,3.04548751e-07,-1.85255886e-06,6.47000000e-01
3.94120700e-05,6.85199887e-01,-3.74786594e-16,-4.44482175e-16,3.10363682e-07,-1.89159457e-06,6.48000000e-01
4.01739779e-05,6.85199887e-01,-3.75146344e-16,-4.44499720e-16,3.16272639e-07,-1.93138599e-06,6.49000000e-01
4.09483586e-05,6.85199887e-01,-3.75504995e-16,-4.44517191e-16,3.22276599e-07,-1.97194553e-06,6.50000000e-01
4.17353364e-05,6.85199887e-01,-3.75862540e-16,-4.44534589e-16,3.28376532e-07,-2.01328571e-06,6.51000000e-01
4.25350344e-05,6.85199887e-01,-3.76218969e-16,-4.44551916e-16,3.34573399e-07,-2.05541920e-06,6.52000000e-01
4.33475738e-05,6.85199887e-01,-3.76574278e-16,-4.44569170e-16,3.40868153e-07,-2.09835878e-06,6.53000000e-01
4.41730743e-05,6.85199887e-01,-3.76928457e-16,-4.44586353e-16,3.47261740e-07,-2.14211734e-06,6.54000000e-01
4.50116536e-05,6.85199887e-01,-3.77281501e-16,-4.44603465e-16,3.53755093e-07,-2.18670791e-06,6.55000000e-01
4.58634278e-05,6.85199887e-01,-3.77633403e-16,-4.44620505e-16,3.60349138e-07,-2.23214362e-06,6.56000000e-01
4.67285107e-05,6.85199887e-01,-3.77984155e-16,-4.44637476e-16,3.67044788e-07,-2.27843773e-06,6.57000000e-01
4.76070141e-05,6.85199887e-01,-3.78333751e-16,-4.44654376e-16,3.73842945e-07,-2.32560360e-06,6.58000000e-01
4.84990477e-05,6.85199887e-01,-3.78682186e-16,-4.44671207e-16,3.80744498e-07,-2.37365470e-06,6.59000000e-01
4.94047187e-05,6.85199887e-01,-3.79029452e-16,-4.44687968e-16,3.87750327e-07,-2.42260462e-06,6.60000000e-01
5.03241320e-05,6.85199887e-01,-3.79375543e-16,-4.44704660e-16,3.94861293e-07,-2.47246705e-06,6.61000000e-01
5.12573899e-05,6.85199887e-01,-3.79720454e-16,-4.44721284e-16,4.02078249e-07,-2.52325577e-06,6.62000000e-01
5.22045923e-05,6.85199887e-01,-3.80064179e-16,-4.44737839e-16,4.09402028e-07,-2.57498469e-06,6.63000000e-01
5.31658360e-05,6.85199887e-01,-3.80406712e-16,-4.44754327e-16,4.16833452e-07,-2.62766780e-06,6.64000000e-01
5.41412153e-05,6.85199887e-01,-3.80748048e-16,-4.44770746e-16,4.24373325e-07,-2.68131918e-06,6.65000000e-01
5.51308216e-05,6.85199887e-01,-3.81088181e-16,-4.44787099e-16,4.32022435e-07,-2.73595301e-06,6.66000000e-01
5.61347429e-05,6.85199887e-01,-3.81427106e-16,-4.44803384e-16,4.39781553e-07,-2.79158357e-06,6.67000000e-01
5.71530646e-05,6.85199887e-01,-3.81764819e-16,-4.44819603e-16,4.47651433e-07,-2.84822521e-06,6.68000000e-01
5.81858685e-05,6.85199887e-01,-3.82101313e-16,-4.44835756e-16,4.55632809e-07,-2.90589238e-06,6.69000000e-01
5.92332333e-05,6.85199887e-01,-3.82436585e-16,-4.44851843e-16,4.63726400e-07,-2.96459959e-06,6.70000000e-01
6.02952341e-05,6.85199887e-01,-3.82770629e-16,-4.44867864e-16,4.71932901e-07,-3.02436145e-06,6.71000000e-01
6.13719427e-05,6.85199887e-01,-3.83103442e-16,-4.44883820e-16,4.80252990e-07,-3.08519262e-06,6.72000000e-01
6.24634273e-05,6.85199887e-01,-3.83435019e-16,-4.44899711e-16,4.88687323e-07,-3.14710784e-06,6.73000000e-01
6.35697523e-05,6.85199887e-01,-3.83765355e-16,-4.44915537e-16,4.97236537e-07,-3.21012194e-06,6.74000000e-01
6.46909784e-05,6.85199887e-01,-3.84094447e-16,-4.44931300e-16,5.05901245e-07,-3.27424976e-06,6.75000000e-01
6.58271625e-05,6.85199887e-01,-3.84422291e-16,-4.44946998e-16,5.14682040e-07,-3.33950625e-06,6.76000000e-01
6.69783574e-05,6.85199887e-01,-3.84748883e-16,-4.44962632e-16,5.23579491e-07,-3.40590639e-06,6.77000000e-01
6.81446121e-05,6.85199887e-01,-3.85074219e-16,-4.44978204e-16,5.32594143e-07,-3.47346521e-06,6.78000000e-01
6.93259713e-05,6.85199887e-01,-3.85398296e-16,-4.44993712e-16,5.41726521e-07,-3.54219780e-06,6.79000000e-01
7.05224757e-05,6.85199887e-01,-3.85721110e-16,-4.45009158e-16,5.50977122e-07,-3.61211927e-06,6.80000000e-01
7.17341617e-05,6.85199887e-01,-3.86042659e-16,-4.45024541e-16,5.60346420e-07,-3.68324480e-06,6.81000000e-01
7.29610614e-05,6.85199887e-01,-3.86362939e-16,-4.45039862e-16,5.69834864e-07,-3.75558958e-06,6.82000000e-01
7.42032023e-05,6.85199887e-01,-3.86681948e-16,-4.45055122e-16,5.79442879e-07,-3.82916884e-06,6.83000000e-01
7.54606079e-05,6.85199887e-01,-3.86999682e-16,-4.45070320e-16,5.89170861e-07,-3.90399783e-06,6.84000000e-01
7.67332967e-05,6.85199887e-01,-3.87316138e-16,-4.45085457e-16,5.99019182e-07,-3.98009183e-06,6.85000000e-01
7.80212830e-05,6.85199887e-01,-3.87631315e-16,-4.45100533e-16,6.08988188e-07,-4.05746611e-06,6.86000000e-01
7.93245762e-05,6.85199887e-01,-3.87945210e-16,-4.45115549e-16,6.19078196e-07,-4.13613600e-06,6.87000000e-01
8.06431812e-05,6.85199887e-01,-3.88257820e-16,-4.45130505e-16,6.29289497e-07,-4.21611679e-06,6.88000000e-01
8.19770981e-05,6.85199887e-01,-3.88569144e-16,-4.45145400e-16,6.39622354e-07,-4.29742380e-06,6.89000000e-01
8.33263223e-05,6.85199887e-01,-3.88879179e-16,-4.45160236e-16,6.50077003e-07,-4.38007234e-06,6.90000000e-01
8.46908441e-05,6.85199887e-01,-3.89187924e-16,-4.45175013e-16,6.60653650e-07,-4.46407771e-06,6.91000000e-01
8.60706494e-05,6.85199887e-01,-3.89495376e-16,-4.45189731e-16,6.71352475e-07,-4.54945520e-06,6.92000000e-01
8.74657189e-05,6.85199887e-01,-3.89801535e-16,-4.45204390e-16,6.82173628e-07,-4.63622009e-06,6.93000000e-01
8.88760284e-05,6.85199887e-01,-3.90106398e-16,-4.45218991e-16,6.93117229e-07,-4.72438762e-06,6.94000000e-01
9.03015487e-05,6.85199887e-01,-3.90409964e-16,-4.45233533e-16,7.04183371e-07,-4.81397303e-06,6.95000000e-01
9.17422459e-05,6.85199887e-01,-3.90712232e-16,-4.45248018e-16,7.15372118e-07,-4.90499150e-06,6.96000000e-01
9.31980809e-05,6.85199887e-01,-3.91013202e-16,-4.45262445e-16,7.26683503e-07,-4.99745820e-06,6.97000000e-01
9.46690094e-05,6.85199887e-01,-3.91312870e-16,-4.45276814e-16,7.38117529e-07,-5.09138824e-06,6.98000000e-01
9.61549826e-05,6.85199887e-01,-3.91611238e-16,-4.45291127e-16,7.49674173e-07,-5.18679669e-06,6.99000000e-01
9.76559461e-05,6.85199887e-01,-3.91908304e-16,-4.45305383e-16,7.61353380e-07,-5.28369856e-06,7.00000000e-01
9.91718409e-05,6.85199887e-01,-3.92204067e-16,-4.45319583e-16,7.73155064e-07,-5.38210883e-06,7.01000000e-01
1.00702603e-04,6.85199887e-01,-3.92498527e-16,-4.45333726e-16,7.85079112e-07,-5.48204238e-06,7.02000000e-01
1.02248162e-04,6.85199887e-01,-3.92791683e-16,-4.45347814e-16,7.97125381e-07,-5.58351405e-06,7.03000000e-01
1.03808446e-04,6.85199887e-01,-3.93083536e-16,-4.45361846e-16,8.09293697e-07,-5.68653861e-06,7.04000000e-01
1.05383373e-04,6.85199887e-01,-3.93374084e-16,-4.45375823e-16,8.21583858e-07,-5.79113073e-06,7.05000000e-01
1.06972861e-04,6.85199887e-01,-3.93663328e-16,-4.45389744e-16,8.33995630e-07,-5.89730502e-06,7.06000000e-01
1.08576820e-04,6.85199887e-01,-3.93951268e-16,-4.45403611e-16,8.46528754e-07,-6.00507599e-06,7.07000000e-01
1.10195155e-04,6.85199887e-01,-3.94237904e-16,-4.45417423e-16,8.59182937e-07,-6.11445808e-06,7.08000000e-01
1.11827769e-04,6.85199887e-01,-3.94523236e-16,-4.45431182e-16,8.71957861e-07,-6.22546560e-06,7.09000000e-01
1.13474556e-04,6.85199887e-01,-3.94807264e-16,-4.45444886e-16,8.84853176e-07,-6.33811279e-06,7.10000000e-01
1.15135408e-04,6.85199887e-01,-3.95089989e-16,-4.45458536e-16,8.97868505e-07,-6.45241375e-06,7.11000000e-01
1.16810212e-04,6.85199887e-01,-3.95371411e-16,-4.45472133e-16,9.11003443e-07,-6.56838252e-06,7.12000000e-01
1.18498850e-04,6.85199887e-01,-3.95651531e-16,-4.45485676e-16,9.24257555e-07,-6.68603296e-06,7.13000000e-01
1.20201197e-04,6.85199887e-01,-3.95930350e-16,-4.45499167e-16,9.37630380e-07,-6.80537886e-06,7.14000000e-01
1.21917127e-04,6.85199887e-01,-3.96207868e-16,-4.45512605e-16,9.51121429e-07,-6.92643387e-06,7.15000000e-01
1.23646508e-04,6.85199887e-01,-3.96484087e-16,-4.45525991e-16,9.64730184e-07,-7.04921150e-06,7.16000000e-01
1.25389202e-04,6.85199887e-01,-3.96759007e-16,-4.45539324e-16,9.78456101e-07,-7.17372513e-06,7.17000000e-01
1.27145069e-04,6.85199887e-01,-3.97032630e-16,-4.45552606e-16,9.92298611e-07,-7.29998801e-06,7.18000000e-01
1.28913962e-04,6.85199887e-01,-3.97304957e-16,-4.45565836e-16,1.00625712e-06,-7.42801324e-06,7.19000000e-01
1.30695733e-04,6.85199887e-01,-3.97575988e-16,-4.45579014e-16,1.02033100e-06,-7.55781377e-06,7.20000000e-01
1.32490225e-04,6.85199887e-01,-3.97845726e-16,-4.45592141e-16,1.03451960e-06,-7.68940239e-06,7.21000000e-01
1.34297282e-04,6.85199887e-01,-3.98114172e-16,-4.45605218e-16,1.04882226e-06,-7.82279176e-06,7.22000000e-01
1.36116741e-04,6.85199887e-01,-3.98381327e-16,-4.45618243e-16,1.06323828e-06,-7.95799436e-06,7.23000000e-01
1.37948435e-04,6.85199887e-01,-3.98647194e-16,-4.45631219e-16,1.07776693e-06,-8.09502251e-06,7.24000000e-01
1.39792194e-04,6.85199887e-01,-3.98911773e-16,-4.45644144e-16,1.09240748e-06,-8.23388835e-06,7.25000000e-01
1.41647844e-04,6.85199887e-01,-3.99175067e-16,-4.45657019e-16,1.10715915e-06,-8.37460386e-06,7.26000000e-01
1.43515206e-04,6.85199887e-01,-3.99437078e-16,-4.45669844e-16,1.12202115e-06,-8.51718086e-06,7.27000000e-01
1.45394099e-04,6.85199887e-01,-3.99697807e-16,-4.45682620e-16,1.13699268e-06,-8.66163095e-06,7.28000000e-01
1.47284337e-04,6.85199887e-01,-3.99957257e-16,-4.45695347e-16,1.15207290e-06,-8.80796558e-06,7.29000000e-01
1.49185733e-04,6.85199887e-01,-4.00215429e-16,-4.45708025e-16,1.16726095e-06,-8.95619600e-06,7.30000000e-01
1.51098094e-04,6.85199887e-01,-4.00472327e-16,-4.45720654e-16,1.18255597e-06,-9.10633328e-06,7.31000000e-01
1.53021225e-04,6.85199887e-01,-4.00727952e-16,-4.45733234e-16,1.19795706e-06,-9.25838827e-06,7.32000000e-01
1.54954927e-04,6.85199887e-01,-4.00982306e-16,-4.45745766e-16,1.21346331e-06,-9.41237165e-06,7.33000000e-01
1.56898999e-04,6.85199887e-01,-4.01235392e-16,-4.45758250e-16,1.22907379e-06,-9.56829390e-06,7.34000000e-01
1.58853238e-04,6.85199887e-01,-4.01487213e-16,-4.45770687e-16,1.24478755e-06,-9.72616527e-06,7.35000000e-01
1.60817435e-04,6.85199887e-01,-4.01737771e-16,-4.45783075e-16,1.26060362e-06,-9.88599584e-06,7.36000000e-01
1.62791381e-04,6.85199887e-01,-4.01987069e-16,-4.45795417e-16,1.27652104e-06,-1.00477955e-05,7.37000000e-01
1.64774863e-04,6.85199887e-01,-4.02235110e-16,-4.45807711e-16,1.29253879e-06,-1.02115738e-05,7.38000000e-01
1.66767667e-04,6.85199887e-01,-4.02481895e-16,-4.45819958e-16,1.30865587e-06,-1.03773402e-05,7.39000000e-01
1.68769576e-04,6.85199887e-01,-4.02727429e-16,-4.45832159e-16,1.32487126e-06,-1.05451039e-05,7.40000000e-01
1.70780370e-04,6.85199887e-01,-4.02971714e-16,-4.45844313e-16,1.34118391e-06,-1.07148740e-05,7.41000000e-01
1.72799828e-04,6.85199887e-01,-4.03214753e-16,-4.45856421e-16,1.35759278e-06,-1.08866592e-05,7.42000000e-01
1.74827726e-04,6.85199887e-01,-4.03456549e-16,-4.45868482e-16,1.37409680e-06,-1.10604681e-05,7.43000000e-01
1.76863838e-04,6.85199887e-01,-4.03697105e-16,-4.45880498e-16,1.39069490e-06,-1.12363089e-05,7.44000000e-01
1.78907939e-04,6.85199887e-01,-4.03936424e-16,-4.45892469e-16,1.40738599e-06,-1.14141898e-05,7.45000000e-01
1.80959798e-04,6.85199887e-01,-4.04174510e-16,-4.45904394e-16,1.42416897e-06,-1.15941187e-05,7.46000000e-01
1.83019187e-04,6.85199887e-01,-4.04411365e-16,-4.45916274e-16,1.44104275e-06,-1.17761032e-05,7.47000000e-01
1.85085872e-04,6.85199887e-01,-4.04646994e-16,-4.45928108e-16,1.45800620e-06,-1.19601507e-05,7.48000000e-01
1.87159622e-04,6.85199887e-01,-4.04881399e-16,-4.45939899e-16,1.47505822e-06,-1.21462684e-05,7.49000000e-01
1.89240203e-04,6.85199887e-01,-4.05114584e-16,-4.45951644e-16,1.49219767e-06,-1.23344632e-05,7.50000000e-01
1.91327379e-04,6.85199887e-01,-4.05346553e-16,-4.45963345e-16,1.50942342e-06,-1.25247419e-05,7.51000000e-01
1.93420914e-04,6.85199887e-01,-4.05577308e-16,-4.45975003e-16,1.52673432e-06,-1.27171109e-05,7.52000000e-01
1.95520573e-04,6.85199887e-01,-4.05806854e-16,-4.45986616e-16,1.54412925e-06,-1.29115765e-05,7.53000000e-01
1.97626117e-04,6.85199887e-01,-4.06035193e-16,-4.45998185e-16,1.56160704e-06,-1.31081447e-05,7.54000000e-01
1.99737308e-04,6.85199887e-01,-4.06262331e-16,-4.46009711e-16,1.57916655e-06,-1.33068212e-05,7.55000000e-01
2.01853910e-04,6.85199887e-01,-4.06488270e-16,-4.46021194e-16,1.59680662e-06,-1.35076116e-05,7.56000000e-01
2.03975682e-04,6.85199887e-01,-4.06713015e-16,-4.46032634e-16,1.61452611e-06,-1.37105212e-05,7.57000000e-01
2.06102386e-04,6.85199887e-01,-4.06936568e-16,-4.46044031e-16,1.63232384e-06,-1.39155550e-05,7.58000000e-01
2.08233784e-04,6.85199887e-01,-4.07158934e-16,-4.46055385e-16,1.65019867e-06,-1.41227179e-05,7.59000000e-01
2.10369637e-04,6.85199887e-01,-4.07380117e-16,-4.46066697e-16,1.66814944e-06,-1.43320143e-05,7.60000000e-01
2.12509706e-04,6.85199887e-01,-4.07600121e-16,-4.46077966e-16,1.68617498e-06,-1.45434487e-05,7.61000000e-01
2.14653753e-04,6.85199887e-01,-4.07818949e-16,-4.46089193e-16,1.70427416e-06,-1.47570251e-05,7.62000000e-01
2.16801539e-04,6.85199887e-01,-4.08036606e-16,-4.46100379e-16,1.72244580e-06,-1.49727474e-05,7.63000000e-01
2.18952828e-04,6.85199887e-01,-4.08253096e-16,-4.46111522e-16,1.74068877e-06,-1.51906192e-05,7.64000000e-01
2.21107383e-04,6.85199887e-01,-4.08468423e-16,-4.46122625e-16,1.75900192e-06,-1.54106440e-05,7.65000000e-01
2.23264967e-04,6.85199887e-01,-4.08682590e-16,-4.46133685e-16,1.77738411e-06,-1.56328247e-05,7.66000000e-01
2.25425346e-04,6.85199887e-01,-4.08895603e-16,-4.46144705e-16,1.79583420e-06,-1.58571645e-05,7.67000000e-01
2.27588284e-04,6.85199887e-01,-4.09107464e-16,-4.46155684e-16,1.81435105e-06,-1.60836659e-05,7.68000000e-01
2.29753549e-04,6.85199887e-01,-4.09318179e-16,-4.46166622e-16,1.83293355e-06,-1.63123313e-05,7.69000000e-01
2.31920907e-04,6.85199887e-01,-4.09527752e-16,-4.46177520e-16,1.85158057e-06,-1.65431631e-05,7.70000000e-01
2.34090129e-04,6.85199887e-01,-4.09736187e-16,-4.46188377e-16,1.87029100e-06,-1.67761631e-05,7.71000000e-01
2.36260983e-04,6.85199887e-01,-4.09943488e-16,-4.46199194e-16,1.88906374e-06,-1.70113332e-05,7.72000000e-01
2.38433243e-04,6.85199887e-01,-4.10149659e-16,-4.46209971e-16,1.90789769e-06,-1.72486747e-05,7.73000000e-01
2.40606680e-04,6.85199887e-01,-4.10354705e-16,-4.46220708e-16,1.92679177e-06,-1.74881892e-05,7.74000000e-01
2.42781069e-04,6.85199887e-01,-4.10558631e-16,-4.46231406e-16,1.94574489e-06,-1.77298775e-05,7.75000000e-01
2.44956187e-04,6.85199887e-01,-4.10761440e-16,-4.46242064e-16,1.96475600e-06,-1.79737405e-05,7.76000000e-01
2.47131811e-04,6.85199887e-01,-4.10963137e-16,-4.46252683e-16,1.98382403e-06,-1.82197789e-05,7.77000000e-01
2.49307721e-04,6.85199887e-01,-4.11163727e-16,-4.46263263e-16,2.00294793e-06,-1.84679930e-05,7.78000000e-01
2.51483699e-04,6.85199887e-01,-4.11363214e-16,-4.46273804e-16,2.02212668e-06,-1.87183830e-05,7.79000000e-01
2.53659529e-04,6.85199887e-01,-4.11561602e-16,-4.46284307e-16,2.04135926e-06,-1.89709490e-05,7.80000000e-01
2.55834995e-04,6.85199887e-01,-4.11758896e-16,-4.46294770e-16,2.06064464e-06,-1.92256905e-05,7.81000000e-01
2.58009886e-04,6.85199887e-01,-4.11955100e-16,-4.46305196e-16,2.07998183e-06,-1.94826073e-05,7.82000000e-01
2.60183992e-04,6.85199887e-01,-4.12150220e-16,-4.46315583e-16,2.09936986e-06,-1.97416984e-05,7.83000000e-01
2.62357104e-04,6.85199887e-01,-4.12344259e-16,-4.46325932e-16,2.11880775e-06,-2.00029632e-05,7.84000000e-01
2.64529017e-04,6.85199887e-01,-4.12537223e-16,-4.46336244e-16,2.13829453e-06,-2.02664005e-05,7.85000000e-01
2.66699528e-04,6.85199887e-01,-4.12729115e-16,-4.46346517e-16,2.15782928e-06,-2.05320089e-05,7.86000000e-01
2.68868436e-04,6.85199887e-01,-4.12919940e-16,-4.46356754e-16,2.17741107e-06,-2.07997871e-05,7.87000000e-01
2.71035542e-04,6.85199887e-01,-4.13109704e-16,-4.46366953e-16,2.19703897e-06,-2.10697332e-05,7.88000000e-01
2.73200650e-04,6.85199887e-01,-4.13298410e-16,-4.46377114e-16,2.21671210e-06,-2.13418454e-05,7.89000000e-01
2.75363567e-04,6.85199887e-01,-4.13486063e-16,-4.46387239e-16,2.23642958e-06,-2.16161216e-05,7.90000000e-01
2.77524103e-04,6.85199887e-01,-4.13672669e-16,-4.46397327e-16,2.25619054e-06,-2.18925595e-05,7.91000000e-01
2.79682069e-04,6.85199887e-01,-4.13858231e-16,-4.46407379e-16,2.27599413e-06,-2.21711566e-05,7.92000000e-01
2.81837280e-04,6.85199887e-01,-4.14042754e-16,-4.46417393e-16,2.29583952e-06,-2.24519103e-05,7.93000000e-01
2.83989553e-04,6.85199887e-01,-4.14226243e-16,-4.46427372e-16,2.31572590e-06,-2.27348177e-05,7.94000000e-01
2.86138709e-04,6.85199887e-01,-4.14408703e-16,-4.46437314e-16,2.33565247e-06,-2.30198758e-05,7.95000000e-01
2.88284569e-04,6.85199887e-01,-4.14590138e-16,-4.46447221e-16,2.35561845e-06,-2.33070814e-05,7.96000000e-01
2.90426961e-04,6.85199887e-01,-4.14770554e-16,-4.46457092e-16,2.37562308e-06,-2.35964311e-05,7.97000000e-01
2.92565712e-04,6.85199887e-01,-4.14949954e-16,-4.46466927e-16,2.39566562e-06,-2.38879213e-05,7.98000000e-01
2.94700654e-04,6.85199887e-01,-4.15128344e-16,-4.46476726e-16,2.41574533e-06,-2.41815483e-05,7.99000000e-01
2.96831621e-04,6.85199887e-01,-4.15305728e-16,-4.46486490e-16,2.43586152e-06,-2.44773083e-05,8.00000000e-01
2.98958451e-04,6.85199887e-01,-4.15482112e-16,-4.46496219e-16,2.45601349e-06,-2.47751971e-05,8.01000000e-01
3.01080984e-04,6.85199887e-01,-4.15657499e-16,-4.46505913e-16,2.47620058e-06,-2.50752106e-05,8.02000000e-01
3.03199064e-04,6.85199887e-01,-4.15831894e-16,-4.46515572e-16,2.49642213e-06,-2.53773443e-05,8.03000000e-01
